"","business_id","name","neighborhood","address","postal_code","latitude","longitude","stars","review_count","open_2017","categories","open_2019","august_2017_median"
"1","wPqt3SVl0h3_P3-wW__gYg","""Trillo's Street Tacos""","Northwest","""4371 N Rancho Dr""","89130",36.2390904166,-115.232967024,4.5,34,1,"Mexican;Restaurants",1,1330
"2","R073RHVTWuUc_JabjD0bsA","""Villa Pizza Durango""","Spring Valley","""3385 S Durango Dr""","89117",36.128132,-115.279908,4,97,1,"Restaurants;Salad;Pizza;Italian;Sandwiches",1,1400
"3","eiTWTVThkHr-DKXxIysbgA","""Sweet Poké""","Southwest","""7965 S Rainbow Blvd, Ste 135""","89139",36.0433621,-115.2434483,4.5,186,1,"Poke;Japanese;Asian Fusion;Food;Restaurants;Hawaiian",1,1450
"4","StNAnvyhVISULAFmO_Ke1Q","""Great Links Brewhouse & Grill""","Northwest","""6010 W Craig Rd, Ste 110""","89130",36.2397672787,-115.225935202,4,346,1,"Sandwiches;Restaurants;Hot Dogs;Diners;Burgers;American (Traditional)",1,1330
"5","Q5sn7sP6v_lk3pxn0xVIlA","""Five Guys""","Southeast","""7580 S Las Vegas Blvd, Ste 120""","89123",36.0520667,-115.1715235,4,171,1,"Burgers;Restaurants;American (New);Fast Food",1,1395
"6","gBQH64vIkA-kIDFGM290dw","""Sultan's Grill""","Summerlin","""1910 Village Center Cir, Ste 7""","89134",36.193109777,-115.304208725,3.5,124,1,"Restaurants;Mediterranean;Greek",1,1550
"7","hYX0z2C6Th5XmcrKOP31fQ","""Double Helix Wine & Whiskey Lounge""","Southeast","""6599 Las Vegas Blvd S, Ste 150b""","89119",36.068132,-115.17776,4,314,1,"Bars;Restaurants;Tapas/Small Plates;American (New);Nightlife;Lounges;Wine Bars;Tapas Bars;Cocktail Bars",1,855
"8","Kvm-YTwOrexgqxZ25CRi-w","""Las Famosas de Jose""","Southeast","""2635 E Tropicana Ave""","89121",36.0996154,-115.1134551,4,44,1,"Mexican;Restaurants",1,1100
"9","azxeH9W14hzFnZyuOm8JdQ","""Chophouse & Brewery""","Southeast","""1198-1000 Sir Patrick Ave""","89119",36.0858850095,-115.137501955,3,178,1,"Sports Bars;Nightlife;Bars;Restaurants;Steakhouses",1,855
"10","F2HKV9oJhnIKQ-M4Gt4Ftg","""Voodoo Wing Company""","Northwest","""6728 W Cheyenne Ave""","89108",36.2185398,-115.2431106,4,227,1,"Food;Barbeque;Chicken Wings;Restaurants",1,1095
"11","MTx-Zdl_KcU_z9G832XAjg","""Taco Bell""","Centennial","""8033 N Durango Dr""","89131",36.3074953,-115.2791233,2.5,23,1,"Restaurants;Fast Food",1,1450
"12","OVTein0LZg3PNoEnckX0Bg","""The Coffee Bean & Tea Leaf""","The Lakes","""9091 W Sahara Ave, Ste 101""","89117",36.1438746512,-115.294879458,4,62,1,"Food;Restaurants;Coffee & Tea;Cafes",1,1400
"13","hDyc9DdjGldhxis5E1rd3w","""POKE POKU  Hawaiian Poke bar""","Southwest","""7460 S Rainbow Blvd, Ste 105""","89139",36.0531631747,-115.241380708,4.5,237,1,"Poke;Hawaiian;Food;Restaurants;Salad",1,1450
"14","6bVEM9jD-mpU4WNXcJ9tHA","""New York Pizza Ribs & Wings""","Westside","""1000 S Torrey Pines Dr""","89107",36.1601188815,-115.234851616,4,86,1,"Barbeque;Pizza;Food Delivery Services;Event Planning & Services;Chicken Wings;Restaurants;Italian;Caterers;Food",1,1100
"15","OwL4BM7GchsxBXxWrkmmqw","""Papa Murphy's""","Northwest","""4900 West Craig Road, Suite 4""","89130",36.2390782,-115.2094263,3.5,21,1,"Pizza;Restaurants",1,1330
"16","Oto60yDwk1z72WmfWEYrjg","""Baja Miguel's""","Southeast","""South Point Hotel & Casino, 9777 S Las Vegas Blvd""","89183",36.0116878,-115.1757977,3,184,1,"Restaurants;Food;Mexican",1,1300
"17","h-whOh2Bu2rL6zjvXXVtog","""Tacos Los Toritos""","Eastside","""2560 S Maryland Pkwy, Ste 9""","89169",36.1427591,-115.1351284,4,29,1,"Restaurants;Mexican",1,1375
"18","lYCeqldIiOggsbByH3RRhw","""Metro Pizza""","Southeast","""5757 Wayne Newton Blvd""","89119",36.0808997,-115.1391027,2.5,15,1,"Restaurants;Pizza",1,855
"19","R15UknFxFJZ6AKLVtJ_jcg","""Godiva Chocolatier #909""","Downtown","""855 S Grand Central Pkwy, Ste 1507""","89106",36.1629318,-115.15825,4.5,6,1,"Specialty Food;Food;Chocolatiers & Shops",1,1100
"20","4OKs1apDDZ2qvgdz5AXDhw","""Funny's""","Northwest","""4747 N Rancho Dr""","89130",36.2473341181,-115.240371396,2,5,1,"Food;Convenience Stores",1,1330
"21","ayT30_GPYHqnrDhBe3IySQ","""Life Cafe""","Summerlin","""10721 W Charleston Blvd""","89135",36.1581511387,-115.327772485,3,7,1,"Restaurants;Cafes",1,1872.5
"22","5eDg_Y2N6aU_k7tIxoFXTg","""Armaan Taste of India""","Southeast","""9890 S Maryland Pkwy, Ste 18""","89183",36.0101631,-115.1352312,4.5,27,1,"Pakistani;Restaurants;Indian",1,1300
"23","NjMC1bh3xZbqBmihsbH-nw","""PT's Gold""","Southwest","""4880 Silverado Ranch Blvd""","89139",36.0142033,-115.2070681,3,33,1,"Pubs;Bars;Restaurants;Nightlife;American (Traditional)",1,1450
"24","xinvYQjpFtFY_jTZPZ5uUw","""Mr Sandwich""","University","""4626 S Maryland Pkwy, Ste C""","89119",36.105748,-115.136843,3.5,153,1,"Juice Bars & Smoothies;Restaurants;Vietnamese;Sandwiches;Food",1,855
"25","UXauVhawknwlatK5SN87yA","""Winchell's Donut House""","Eastside","""4580 E Tropicana Ave""","89121",36.100556,-115.074084,3.5,28,1,"Donuts;Food",1,1100
"26","IFvBnwcWJ54BgMzVnCxIrQ","""Life's A Bagel""","Summerlin","""2223 N Rampart Blvd""","89128",36.2003923,-115.2819512,4.5,69,1,"Food;Restaurants;Delis;Bagels;American (Traditional);Sandwiches",1,1100
"27","xxaqaD9IVsqxiNF8FoHdYA","""Port of Subs""","Spring Valley","""6005 S Fort Apache Rd, Ste 120""","89148",36.0794089,-115.2980311,4,26,1,"Sandwiches;Restaurants;Delis",1,1475
"28","xo1FxmxwWAXIVZ1MO222dg","""Rounders""","Southwest","""8030 Blue Diamond Rd""","89113",36.0206258,-115.2660871,3.5,150,1,"American (Traditional);Restaurants;Bars;Sports Bars;Nightlife;Pubs",1,1250
"29","R073RHVTWuUc_JabjD0bsA","""Villa Pizza Durango""","Spring Valley","""3385 S Durango Dr""","89117",36.128132,-115.279908,4,97,1,"Restaurants;Salad;Pizza;Italian;Sandwiches",1,1400
